commit,p50,p95,p99
31eae44f8d9fdaf74ee9e7167828ba6822d8b977,6554279,27788528,34588977
b8e0ca955da019be85c5b7d381f62f529781eaf3,417457,13836000,44751951
d4c9de2d5d70cbd2916b2ff718e1a2317c3f75f5,5831121,28136521,44097734
ae408cc6752d94cbf9c769c0a7fb4488b8c0bc23,2336822,16241395,29210626
dd2e85dec629c5c0407bb475271c6adb1d471058,367287,3888589,6616719
f774163c71a3dd7101b4713f3746a0b54a42336b,1136247,6466130,10897336
3efdbbdddd8227b5260058e8831564cda37ddea9,1315142,9497667,12747391
5fbbadfd7933b5b7c3c2a3c204b372d36aaee4d4,1013569,5579326,8799952
87e7a1a26ac090bb0b028b44901a07f3cb8a581e,1324392,9841930,14108018
08ebc197a5662357cede3acf24f24a2e86fac1cb,1269901,5898786,10453324
00e3a21b5942d20e5bd0d6011feccdda6a15d9ba,1014352,5237224,9920396
a23e489b54dc821804995274ecc8d12157158e26,1124147,6265413,9634074
2b44b595130a34981344c929285bba2095961ef3,266850,2023883,3345802
840107e59eae67a7e0421c4d0ab3742ff3e86ebb,1545696,8356275,13334573
58b5f45cccf6b1aacceb38a64fdf14cd9ad2ffb8,305474,2465398,4955773
c8df94651c9ce924bb61d70c8cce6796e1d61058,1151505,8075217,11518669
5f71bb9930151a1595455f56a405d7aeff29128f,1433663,6340577,9405275
76f7c2338cfdc6a64dfb000f1aa9c6d3526396ed,216539,2602781,3699472
c9c55ea86ba4ec87010256dfcd90921f39c49560,836457,4400586,5449199
283348c8044d834de1f8998220aea3ba441746b2,1069247,5754642,8364917
996a1466d30f9d33a70f7c5e40834e62d5a1fec4,280656,2747514,4862756
6d13f91c4366e34cbd0e3809d24697dfec47b519,1281197,6006526,9371199
60d1364fec5b8508db38044cd41bb74dc58c1338,335004,2911432,4594617
a5392e36c3f70061c41d33cac827595806b4c01f,1522260,9256860,12352689
0e4a4c2796cc816bdc37b028841dc9f58a989cf3,8755701,44020112,81359790
29165c34725e3d176b7862c1cdade564b0e05d10,6093286,41414602,63604350
096f7414065a57805e2ca6b5107dc94130cc3845,8035134,50776453,96115363
0f5ba227c55f3f789d5a892f72cc21caaa4ccaba,4096843,35566790,45668349
a04a49cc8304fcbbbe08cd497a69356b385ae98a,4527993,27710514,54990372
6c6f7247c3168a53b1f034fa61bc1440db079178,6582238,34675772,63081770
b7ab360f2b492e8df6cc0b6c6ddbfe2d19d694dd,7478714,37281534,52697230
5c775280c20f00358509076689637dbb25fda8bc,8766841,40629646,52813788
6aede6a6bf49af3c5683f8e58ec7311f467c1b10,9440388,38759254,80800823
c1143578e7b65da50c770532199bd3b8d1a661e5,369059,7200832,11571203
3f06e437eca970c8c79d3690f139e612b7b26b77,394791,32807473,110276158
05264e56586a9a58184f3a19dca5cc4f60d27816,4337052,24867617,37237641
bbbfd007d05a5e7ff9f7ff1e70adc2f6e8a1a8ad,5791398,36703560,48145105
c3ae53b86011825f7c5dc9b992d3a8244fdd5c01,10729224,50424004,68236309
580b0a7c4236e161270ce0400776c652c73445c8,7872203,33834011,55858668
dfcfb2dafc6acfa86cd1db8f8c6cd498202e202c,4554663,27644778,50887208
